논문이름,저자,발행기관,학술지명,권호사항,발행년도,작성언어,주제어,초록
코로나19 감염과 그 이후의 정신신체증상                      = Psychosomatic Symptoms Following COVID-19 Infection,박선영                                (국민보험공단일산병원)                                                                ;                                  류신혜                                (이화여자대학교)                                                                ;                                  임우영                                (건양대학교병),한국정신신체의학회,정신신체의학(Korean Journal of Psychosomatic Medicine),Vol.31   No.2   [2023],2023,Korean,코로나19;  정신신체증상;  포스트 코로나증후군.;  COVID-19;  Psychosomatic symptom;  Post COVID-19 Syndrome,"연구목적코로나19 감염으로 인한 다양한 정신과적 증상, 정신신체증상을 파악하고 장기적 영향을 조사하였다.방 법체계적 문헌고찰을 통해 국내외 데이터베이스에서 논문을 선정하고, “COVID-19”, “psychosomatic” 등의검색어를 활용하였다. 정신신체증상에 대한 구조화된 측정도구를 사용한 연구를 포함하여, 총 16편의 논문이최종 분석 대상으로 포함되었다.결 과코로나19 급성 감염과 관련된 정신증상으로는 불안, 우울, 신체증상 등이 보고되고 있다. 장기간 지속되는포스트 코로나증후군의 증상으로는 흉통, 피로 등이 보고되었고, 이와 관련된 정신신체증상의 발생 빈도는10%-20%로 파악되었다. 감염병으로 인한 심리사회적 스트레스, 여성, 노인, 정신과적 기왕력이나 동반 정신질환 등의 요인이 관련을 미친다. 전신염증, 자가면역, 자율신경계의 이상반응 등이 관련이 있을 것으로 생각되고 있다.결 론코로나19 감염 이후 발생하는 정신신체증상은 삶의 질과 심리사회적 기능에 부정적인 영향을 미칠 뿐 아니라 증상에 대한 정신과적 이해와 접근은 예방과 치료에도 중요하다"
한국 청소년에서 치통과 자살 생각의 연관성                      = Association of Suicidal Ideation With Dental Pain among Korean Adolescents,백주원                                (충북대학교병원)                                                                ;                                  이귀행                                (원광대학교)                                                                ;                                  양찬모                                (원광대학교),한국정신신체의학회,정신신체의학(Korean Journal of Psychosomatic Medicine),Vol.30   No.1   [2022],2022,Korean,Dental pain;  Suicidal ideation;  Adolescent;  Korean youth risk behavior Survey;  Mental health.;  치통;  자살 생각;  청소년;  청소년 건강 행태 조사;  정신 건강.,"Objectives：This study aimed to assess the possible association of dental pain with suicidal ideation among adolescents by analysing data from the 2018 Korean Youth Risk Behavior Survey, a nationwide online survey.Methods：Of 62,823 adolescent middle and high school students in Korea, 60,040 participants were selected for analysis, after excluding cases with missing values. Participants were given a questionnaire about their self-evaluation of health including dental pain and suicidal ideation. Logistic regression analysis demonstrated the relationships between dental pain and suicidal ideation after controlling for potential confounding factors.Results：The proportion of Korean adolescents reporting suicidal ideation was 13.3%. The proportion of adolescents who experienced dental pain was 23.4%. Compared to adolescents who did not report dental pain, adolescents who reported experiencing dental pain were significantly more likely to experience suicidal ideation (OR=1.94, p<0.001). In two multivariate models, the relationships between dental pain and suicidal ideation (AOR=1.24, p<0.001) were statistically significant.Conclusions：Dental pain was associated with increased risk of suicidal ideation among Korean adolescents, even when controlling for sociodemographic factors and other health conditions. It is necessary to consider screening adolescent patients who present with dental pain for suicidal ideation."
정신건강 지식에 영향을 미치는 요인 분석                      = Factors Influencing Mental Health Literacy - the Analysis of Mental Health Literacy Survey 2021,"강소미                                (Department of Psychiatry, Ulsan University Hospital)                                                                ;                                  서정욱                                (울산대학교병원 공공보건의료사업팀)                                                                ;                                  박수희                                (국립정신건강센터)                                                                ;                                  이강희                                (국립정신건강센터)                                                                ;                                  김양식                                (인하대학교의과대학부속병원)                                                                ;                                  임우영                                (건양대학교)                                                                ;                                  이미숙                                (국립정신건강센터)                                                                ;                                  전진용                                (국립정신건강센터)",한국정신신체의학회,정신신체의학(Korean Journal of Psychosomatic Medicine),Vol.31   No.1   [2023],2023,Korean,정신건강  지식    정신건강    정신건강의학과    편견;  Mental health literacy;  Mental health;  Psychiatry;  Stigma,"Objectives：The purpose of this study was to analyze the factors that influencing mental health literacy.Methods：We obtained data on 2016 general population from the Korean Mental Health Literacy Survey (2021) conducted by Ministry of Health and Welfare. Multiple regression analysis was used to evaluate the associations between sociodemographic characteristics and the score of questionnaire items in Korean Mental Health Literacy Survey.Results：Among the factors, female (p<0.001), higher age (p=0.005), higher income level (p<0.001) were significantly correlated with higher score of questionnaire items. Awareness of mental health center & community addiction management center (p=0.002), awareness of mental health hotline service (p<0.001) were also significantly associated with higher response score.Conclusions：The factors affecting mental health literacy could be considered when providing community mental health services."
상악 선천성 결손과 하악 골격성 제3급 부정교합 경향성을 보이는 환자에게서 CAD-CAM 기법을 이용한 진단과 고정성 보철 수복 증례 보고                      = CAD-CAM technique based digital diagnosis and fixed partial denture treatment on maxillary congenital missing teeth with skeletal class III tendency patient: A case report,"오세은                                (연세대학교 치과대학 치과보철학교실)                                                                ;                                  박영범                                (연세대학교)                                                                ;                                  박재한                                (연세대학교 치과대학 치과보철학교실)                                                                ;                                  Oh, SaeEun                                                                                                ;                                  Park, YoungBum                                                                                                ;                                  Park, JaeHan",대한치과보철학회,"대한치과보철학회지(大韓齒科補綴學會誌,The Journal of Korean Academy of Prosthodontics)",Vol.60   No.4   [2022],2022,Korean,,"디지털 기술의 발달은 치의학의 큰 변화를 일으키고 있고, 이러한 디지털 워크플로는 보철 치료 영역에서도 다양한 3D 데이터들을 하나로 중첩시켜, 진단과 보철물 제작에 활용되고 있다. 디지털 데이터를 종합하여 형성된 가상 환자에게서 계획된 진단과 보철물의 형성은 기존 통상적인 방법에 비해 보다 더 직관적으로 보철 치료의 결과를 시뮬레이션 할 수 있고, 이로 인해 심미적인 보철 치료의 예측성을 높일 수 있다. 본 증례에서는 디지털 워크플로를 통해 상악 전치부 선천성 결손 부위를 고정성 보철물로 제작하여 기능적, 심미적으로 만족할 만한 임상적 결과를 얻었으므로 이를 보고하는 바이다."
노인의 신체활동과 도구적 일상생활활동 사이의 인지기능의 매개효과,진연주                                (연세대학교)                                                                ;                                  홍익표                                (연세대학교),대한작업치료학회,대한작업치료학회지(Korean Journal of Occupational Therapy),Vol.31   No.1   [2023],2023,Korean,노인;  도구적 일상생활활동;  매개효과;  신체활동;  인지기능;  Cognitive function;  Instrumental activities of daily living;  Mediation effect;  Older adults;  Physical activity,"목적 : 본 연구는 신체활동 참여와 도구적 일상생활활동(Instrumental Activities of Daily Living; IADL) 자립도 사이의 인지기능의 매개효과를 조사하였다. 연구방법 : 국민건강보험공단의 노인코호트 데이터베이스 자료를 활용하여 건강보험 및 의료급여 자격을 유지하고 있는 만 60세 이상의 노인 약 600만 명 중 신체활동 설문에 참여한 3,980명의 자료를 활용하 였다. 신체활동과 IADL 사이의 인지기능의 매개효과를 확인하기 위해 경로분석을 시행하였다. 연구결과 : 신체활동에 참여하는 노인의 평균 연령은 81.6세였으며, 여성이 72.74%였다. 인지기능의 부분매개 효과는 고강도 운동에서 68%로 IADL의 자립도에 가장 크게 나타났다(β = 0.07, 95% Confidence Interval; CI = 0.05, 0.09). 다음으로 중등도 운동은 66%(β = 0.08, 95% CI = 0.06, 0.10), 걷기 운동은 52%(β = 0.12, 95% CI = 0.11, 0.14) 순으로 나타났다. 신체활동과 IADL 자립도 사이의 직접효과는 걷기 운동에서 48%(β = 0.11, 95% CI = 0.09, 0.14)로 가장 크게 나타났으며 중등도 운동은 35%(β = 0.04, 95% CI = 0.02, 0.07), 고강도 운동은 32%(β = 0.03, 95% CI = 0.01, 0.06) 순으로 나타났다. 결론 : 본 연구를 통해 신체활동과 IADL의 관계에 인지기능의 매개효과가 있음을 확인할 수 있었다. 노인 의 건강하고 활동적인 노화를 위해 신체활동과 인지기능을 결합한 복합운동 프로그램이 고려되어야 한다."
인지재활에서 고기능 인지 평가도구 사용에 관한 문헌고찰: 집행기능을 중심으로                      = A Review of High Functional Cognitive Assessment Tools in Cognitivie Rehabilitation: Focused on Executive Functions,한예빈                                (-)                                                                ;                                  임영명                                (연세대학교)                                                                ;                                  박지혁                                (연세대학교),대한작업치료학회,대한작업치료학회지(Korean Journal of Occupational Therapy),Vol.31   No.3   [2023],2023,Korean,Evaluation tool;  Executive function;  Frontal lobe;  High cognitive function;  Review;  신경발달학적 장애;  신경정신학적 손상;  전두엽;  Cold EF;  Hot EF,"목적:본 연구는 고기능 인지 평가도구의 사용 빈도 및 시행방법, 평가영역, 인지 요소에 따른 분석을 시행하고자 하였다.연구방법:2017년도 1월부터 2022년도까지 12월까지 Web of Science(WoS), CINAHL, Pubmed, MEDLINE 데이터베이스에 게재된 문헌 중 선정기준에 적합한 논문 45편에서 추출된 9개의 평가도구의 출현 빈도수, 대상자, 평가 시행 방법, 평가영역을 분석하였다.결과:가장 많이 사용되는 고기능 인지 평가도구는 Behavior Rating Inventory of Executive Function(BRIEF)로 확인되었다. 평가도구 사용 대상자 분석 결과, 뇌성마비가 가장 많이 나타났다. 평가도구의 영역은 대부분 과제 수행형 평가(task performance assessment)였다. Frontal Systems Behavior Scale(FrSBe), Dysexecutive Questionnaire(DEX), Computerized Neurocognitive Battery(CNB)는 논리적 인지 요소와 함께 사회정서적 인지 요소를 평가하는 영역이 있었으며 일상생활 기반 과제 수행형 평가(ADL-based task performance)는 Executive Function Performance Test(EFPT)뿐이었다. 평가도구의 신뢰도 및 타당도는 모두 허용할만한 수준이었다.결론:논리적 측면의 ‘Hot Executive Function(EF)’와 감정적 측면의 ‘Cold EF’를 모두 측정하는 평가도구의 수가 적으며, 집행기능을 일상생활의 과제 수행을 기반으로 하는 평가도구의 수가 제한적임이 나타났다. 보다 넓은 전두엽 영역을 평가하고 재활치료에 있어 중요한 일상생활에서의 독립적 기능을 가능하게 하기 위해 이러한 점을 보완한 고기능 인지 평가도구에 대한 개발 및 연구가 필요하다."
비지도 특징학습을 위한 커널 기반 제한된 볼츠만 머신,김동국(Dong Kook Kim)                                                                                                ;                                  신종원(Jong Won Shin),한국통신학회,韓國通信學會論文誌(The Journal of the KICS),Vol.44   No.9   [2019],2019,Korean,feature learning;  restricted Boltzmann machine;  kernel method;  image classification,"본 논문은 비지도 특징학습을 위한 커널 기법에 근거한 제한된 볼츠만 머신 (RBM)을 제시한다. 커널 기반 RBM의 핵심 아이디어는 입력 데이터를 비선형 함수를 이용하여 고차원의 특징공간으로 맵핑하고, 이 공간에서 가시유닛과 은닉유닛에 대한 에너지 함수를 정의한다. 딥러닝에서 많이 쓰이고 있는 rectified linear unit을 커널 RBM을 위한 커널 함수로 사용한다. 커널 RBM을 학습하기 위해 경사기반 contrastive divergence 알고리즘을 유도하고, 학습에 필요한 파라메터의 갱신법을 제시한다. MNIST와 STL-10 데이터를 사용한 실험에서 제안된 기법은 유용한 특징들을 학습하며, 기존의 RBM보다 더 향상된 인식결과를 나타낸다."
관상동맥 스텐트를 삽입한 급성 심근경색 환자의 사망 관련 요인에 대한 다수준 분석                      = A Multilevel Analysis of mortality-related factors in patients with acute myocardial infarction with coronary stenting,최보영                                (동양대학교)                                                                ;                                  이해종                                (연세대학교 보건행정학과),사단법인 대한보건협회,대한보건연구(Korean public health research),Vol.45   No.3   [2019],2019,Korean,Acute myocardial infarction;  Coronary stenting;  Mortality;  Multilevel Analysis;  Korean National Health Insurance Service's customized database;  급성 심근경색;  관상동맥 스텐트;  사망;  다수준 분석;  국민건강보험공단 맞춤형 데이터베이스,"Purpose: This study aims to analyze the mortality-related factors of patients with acute myocardial infarction who underwent coronary artery stenting according to personal and medical institution characteristics.Methods: The data was collected from Korean National Health Insurance Service(KNHIS)'s customized database in 2015. χ2-tests, t-tests and multilevel logistic regression analyses were performed.Results: The hospital mortality rate was 7.6%, and the mortality rate of within 30 days after discharge was 10.3%. The intraclass correlation coefficient(ICC) for hospital mortality was 6.14% and that of mortality within 30 days after discharge(30 days mortality) was 5.98%. The odds ratios(ORs) of hospital deaths increased by 3.14 times at 60-69 years and 8.83 times at ≥70 years compared to at ≤49 years. The ORs decreased by 32.0% at the high income level, 29.0% at the Charlson’s comorbidity index(CCI) 1-2, 49.0% at the CCI 3-4, and 56.0% at the CCI ≥5 compared to at the CCI 0. The OR increased by 1.65 times at Internal Herfindahl Index(IHI) 3rdquartile(Q3) compared to 1stquartile(Q1). The ORs of 30 days mortality increased by 2.85 times at 60-69 years and 8.83 times at ≥70 years. The ORs decreased by 26.0% at the high income level, 44.0% at the CCI 3-4, and 40.0% at the CCI ≥5. The OR increased by 1.55 times at IHI Q3.Conclusion: The results of the study showed that the variation in the hospital level was very small compared to that in the patient level. Therefore, it’s important to implement applicable policies according to the patient level in order to improve the outcome of AMI patients."
간호대학생 대상 시뮬레이션 기반 재난 간호 교육 프로그램: 체계적 문헌고찰,김성해                                (동명대학교)                                                                ;                                  김혜진                                (창원문성대학교),한국간호시뮬레이션학회,한국간호시뮬레이션학회지(Journal of Korean Society for Simulation in Nursing),Vol.9   No.1   [2021],2021,Korean,Disaster;   Education;   Nursing students;   Simulation;   재난;   교육;   간호대학생;   시뮬레이션,"Purpose: The purpose of this study was to identify trends in disaster nursing education and conduct a systematic review of the characteristics of simulation-based disaster education programs for nursing students. Method: In May 2020, 12 electronic databases were used to conduct a literature search using Korean and English keywords. Simulation, disaster, nursing, and education were among the search keywords. Fourteen studies were selected. The risk of bias assessment tool for non-randomized studies was used to assess study quality. Results: A total of 14 non-randomized studies were selected. Simulation was mainly conducted using high-fidelity simulators and virtual reality simulations. Disaster scenarios included situations such as a bus crash, earthquake, tornado, and toxic chemical exposure in mass casualty incident nursing or disaster drills. There were differences in the methods of simulation interventions, and we found that disaster related nursing competencies such as disaster knowledge, disaster preparedness, disaster performance, confidence, self-efficacy, and ethical reasoning improved in nursing students after the intervention. Conclusion: Disaster nursing education aims to improve nursing students’ disaster competencies. Future research should examine significant risk of bias control for confounding variables, attrition bias, and outcome evaluation."
청소년 중비행의 촉발 및 반복에 영향을 미치는 스트레스 요인에 관한 연구,김준범(Joon Beom Kim)                                                                                                ;                                  박하연(Ha Yeon Park),대한스트레스학회,스트레스硏究(The Korean journal of stress research),Vol.26   No.3   [2018],2018,Korean,중비행;  스트레스;  비행청소년;  Serious delinquent behaviors;  Stress;  Juvenile delinquency,"본 연구는 청소년의 중비행의 촉발과 반복에 영향을 미치는 스트레스 요인을 검증하는 데 목적이 있다. 이를 위해 한국청소년정책연구원의 ""아동ㆍ청소년 정신건강 증진 지원방안 연구""에서 수집된 데이터를 활용하였으며, 응답자 가운데 8,382명을 최종 분석 대상자로 선정하였다. 연구의 주요결과는 다음과 같다. 첫째, 중비행 유경험 청소년은 전체의 27.5%로 나타났다. 둘째, 중비행의 촉발에 영향을 미치는 요인은 가족관계, 교사관계, 그리고 외모 스트레스인 것으로 분석되었다. 셋째, 중비행의 반복에 영향을 미치는 요인은 가족관계, 교사관계, 또래관계, 선후배관계, 그리고 이성관계 스트레스로서 모두 관계적인 스트레스 요인이 작용하는 것으로 검증되었다."
Analysis of Corneal Asphericity according to Age and Gender,Youngju An                                                                                                ;                                  Jung-Hee Kim,대한시과학회,대한시과학회지(The Korean journal of vision science),Vol.22   No.3   [2020],2020,Korean,Corneal asphericity;   Eccentricity;   Keratometry;   Q-value;   비구면도;   이심률;   각막 곡률;   비구면계수,"목적 : 한국인을 대상으로 30대 이상에서 비구면도의 분포를 알아보고 연령과 성별에 따른 각막 비구면도의 변 화를 알아보고자 하였다. 방법 : 총 317명(317안)의 데이터를 후향적으로 분석하였다. 굴절 이상은 자동굴절검사기기를 이용하여 측정 된 수치를 분석하였으며, 비구면도와 각막곡률측정치는 회전 샤임플러그 카메라를 이용하여 중심부 6 mm에서 측 정된 수치를 분석하였다. 결과 : 각막 전면의 비구면도는 –0.17±0.18(–0.84∼0.72)이었고, 후면의 비구면도는 –0.11±0.29(범위 –0.89 ∼1.27)이었다. 연령대가 증가함에 따라 각막 전면 비구면도는 유의한 차이를 보이지 않았지만(p=0.359), 각막 후면 비구면도는 30대, 40대, 50대, 60대, 70대, 80대 이상까지 각각 0.01±0.18, 0.10±0.29, -0.12±0.22, -0.20±0.25, -0.27±0.20, –0.33±0.31로 유의한 차이를 보였다(p＜0.001). 상관분석 결과 각막 후면의 비구 면도는 통계적으로 유의한 음의 상관관계(r=-0.480, p＜0.001)를 보였다. 결론 : 각막 전면의 비구면도는 성별과 연령에 따른 유의한 차이를 보이지 않았으나, 후면의 비구면도는 연령 이 증가함에 따라 편원형에서 편장형으로 변화하였다."
작업치료 서비스 이용 여부와 노인의 인지 기능의 연관성: 노인코호트 DB를 사용하여                      = Association Between Occupational Therapy and Cognitive Function in Older Adults: Findings the From Korean Older Adults Cohort Database,배수영                                (연세대학교)                                                                ;                                  홍익표                                (연세대학교),대한작업치료학회,대한작업치료학회지(Korean Journal of Occupational Therapy),Vol.30   No.3   [2022],2022,Korean,노인 인지 기능;  노인장기요양보험제도;  작업치료;  Cognitive function;  Long-term care insurance;  Occupational therapy,"Objective: The purpose of this study was to investigate the association between occupational therapy and cognitive function of the long-term care insurance (LTCI) beneficiaries.Methods: Data of 29,436 older adults were extracted and analyzed from the older adults cohort database provided by the National Health Insurance Service. The dependent variable is the nine items of cognitive function evaluated when applying for long-term care insurance for older adults, and the independent variable is whether occupational therapy (OT) service has been received (Yes received OT vs. No received OT). The demographic and clinical characteristics were used as covariates. Regression analysis was used to analyze the association between occupational therapy service performance and cognitive function. The point estimates were presented with 95% confidence intervals.Results: A total of 29,436 older adults used in the analysis. There were 3,796 (12.90%) older adults who received OT services, and consisted of 1,331 (35.06%) males and 2,465 (64.94%) females. Their average age was 80.38±5.19 years, and the average national health insurance premium quantiles was 3.07±2.78. There were 1,925 beneficiaries who lived in the community and received OT services, and 281 of the beneficiaries (7.40%) had a disability rating. There was a positive association between OT service performance and cognitive function (β = 0.17, 95% Confidence Internal [CI] = 0.10 to 0.24).Conclusion: This study suggested that OT service performance was associated with positive outcomes of cognitive function, indicating that OT service may maintains and enhances cognitive function. The results of this study also suggest the need for OT services for LTCI beneficiaries when LTCI is revised in the future."
2016년-2020년 ‘취학 전 어린이 약시 추후관리 사업’  분석                      = Analysis of ‘Amblyopia Follow-up Management Project for  Preschool Children’ between 2016 to 2020,이기석                                (여주대학교),대한시과학회,대한시과학회지(The Korean journal of vision science),Vol.24   No.3   [2022],2022,Korean,약시;  안경교정;  한국실명예방재단;  굴절검사;  Amblyopia;  Glasses correction;  Korean foundation for the prevention of blindness;  Refraction,"Purpose : Based on the project report published by the Korean foundation for the prevention of blindness, we intend to analyze the data on the diagnosis, cause, treatment, and treatment result of amblyopia.Methods : We analyzed the results of amblyopia among recent reports for five years from 2016 to 2020 among the ‘Report on the Prevention of Blindness in Preschool Children’ of an eye health promotion project.Results : As for the diagnosis and cause of amblyopia, an average of 50.87±3.97%, or more than half, confirmed amblyopia at eye hospital, with an average of 51.50±2.48%, indicating that more than half of amblyopia in Korea was due to refractive error. The average treatment period for amblyopia was 54.42±9.27% for less than 1 year, and more than half of the amblyopia cases were completed within 1 year, and the combined method of wearing glasses and patching was the most used treatment, with an average of 51.05±3.85%. Visual acuity was improved in an average of 68.86±13.13% and amblyopia after treatment was completed was shown 31.98±23.53%. Among the causes that interfered with treatment, the child's refusal to treat was found to be the biggest reason at 42.34±3.76%.Conclusion : Visual acuity is the most important factor in the amblyopia treatment, and in order to maintain visual acuity it is necessary to maintain normal binocular vision along with eyeglass correction based on accurate refraction. To accurately analyze the situation of amblyopia in Korea, it is expected that continuous further research on amblyopia in Korea will be necessary based on this study."
ICT임상시험 시스템 적용을 위한 개인신분확인모듈이 결합된 맥박수계 개발                      = Development of a Pulse Rate Measuring Device Combined with a Personal Identification Module for ICT Clinical Trial System Application,이명환                                (대구경북첨단의료산업진흥재단)                                                                ;                                  박영상                                (대구경북첨단의료산업진흥재단)                                                                ;                                  김우영                                (대구경북첨단의료산업진흥재단)                                                                ;                                  임형규                                (대구경북첨단의료산업진흥재단)                                                                ;                                  황현이                                (대구경북첨단의료산업진흥재단)                                                                ;                                  제희광                                (대구경북첨단의료산업진흥재단)                                                                ;                                  서수원                                (대구경북첨단의료산업진흥재단),한국재활복지공학회,재활복지공학회논문지(Journal of Rehabilitation Welfare Engineering & Assistive Technology),Vol.13   No.1   [2019],2019,Korean,ICT;  Clinical Trial;  Fingerprint Recognition;  Pulse Rate Measurement;  Personal Identification,"ICT임상시험시스템은 병원이 아닌 개인가정에서 임상시험을 수행함으로써 시간과 비용문제를 극복하는 것을 목표로 ICT기술과 임상시험을 결합한 시스템이다. 그러나 ICT임상시험시스템은 병원이 아닌 개인의 가정에서 수행되기 때문에 피험자 이외의 타인의 개입이 가능하기 때문에 피험자의 데이터를 정확하게 식별하기가 어려운 보안의 문제가 발생한다. 본 논문에서는 이러한 문제를 해결하기 위해 개인신분확인모듈이 결합된 맥박수측정장치를 개발하고, 국제표준(IEC 60601-1 3Ed)에 부합하는 디자인을 통해 ICT장비의 상용화 가능성을 높이는 장치를 개발하였다. 향후 이러한 아이디어를 다양한 의료기기와 결합하여보다 효율적인 임상시험으로 급성장하는 의료산업에 기여할 수 있을 것이라 전망된다."
가속화된 정체 - 블랙홀로부터의 탈출 -가타리와 슈타이얼의 ‘포스트-미디어’ 개념을 중심으로                      = Accelerated Stasis - Escape from a Black Hole -Focused on Guattari and Steyerl’s ‘Post-media’,최소영                                (홍익대학교),한국현대정신분석학회,현대정신분석(The Journal of Contemporary Psychoanalysis),Vol.25   No.1   [2023],2023,Korean,포스트-미디어;  라디오 알리체;  블랙홀;  미시 혁명;  기호자본주의;  빈곤한 이미지;  post-media;  radio Alice;  blackhole;  micro revolution;  semiocapitalism;  poor image,"세계 통합 자본주의의 심화와 더불어 기술 매체의 발전은 우리를 매개된 세계 경험이 기본이 되는 ‘포스트-미디어’의 시대에 이르게 하였다. 이 시대의 주요 특징으로는 점점 더 가속하여 흐르는 이미지, 그리고 정보 데이터다. 그러나 그것은 끊임없는 변화와 새로움과 맞닥뜨리는 것처럼 보이면서도 사실상 멈춰 있으며, 과거만이 심화되는 블랙홀과도 같은 세계라 말할 수 있다. 그리고 이것을 포스트-미디어 시대의 일상적 현상으로 볼 수 있다. 펠릭스 가타리는 이런 상황을 가장 먼저 언급한 이론가이며 프랑코 베라르디는 이를 ‘기호자본주의’ 개념으로 현재화 및 정교화했다. 그리고 히토 슈타이얼은 예술가이자 이론가로서 위의 개념들을 에세이와 비디오 작업으로 구현한다. 그들이 말하는 포스트-미디어 조건은 양가적이다. 거기에는 우리 시대의 블랙홀적 상황과 그곳으로부터의 탈출 가능성이 공존한다. 이 글에서는 위 세 사상가들의 사유를 통해, 자본주의를 대체하는 또 다른 삶의 질서를 상상하는 것조차 불가능해 보이는 지금, 이 블랙홀에서 출구를 찾을 가능성이 있는지 확인해 보고자 하며 그것이 이 시대 예술의 중요한 역할임을 주장할 것이다."
일 도시 청년 인구의 불안 우울 공존 증상 네트워크 분석                      = Network Analysis of Depressive and Anxiety Symptom in Young Adult of an Urban City,박종완                                (단국대병원)                                                                ;                                  이효철                                (아산청년마인드링크)                                                                ;                                  홍재은                                (아산청년마인드링크)                                                                ;                                  이석범                                (단국대학교)                                                                ;                                  이정재                                (단국대학교 의과대학 정신건강의학과)                                                                ;                                  김경민                                (단국대학교 의과대학 정신건강의학교실)                                                                ;                                  정효석                                (단국대학교병원 정신건강의학과)                                                                ;                                  김도현                                (단국대학교),한국정신신체의학회,정신신체의학(Korean Journal of Psychosomatic Medicine),Vol.31   No.2   [2023],2023,Korean,우울;  불안;  네트워크 분석;  중심성;  중개증상.;  Anxiety;  Depression;  Network analysis;  Centrality;  Bridge symptom.,"연구목적우울장애와 불안장애는 흔히 공존하며 임상전단계에서도 흔히 공존한다. 본 연구는 일반인구 집단에서 우울장애와 불안장애가 공존시의 복합 네트워크를 구성하여 중심 증상과 중개 증상을 밝히고자 했다.방 법2022년 아산시 청년 정신건강실태조사 데이터를 활용하여 진행하였다. 일반 인구집단 810명의 성인을 대상으로 PHQ-9과 GAD-7을 이용하여 각각 우울과 불안증상의 정도를 측정하였고, 각 증상에 대해 Isingfit model을 기반으로 네트워크 구조를 도출하였다. 주요 증상 및 중개 증상을 찾기 위해 네트워크 지표 중 강도중심성과 bridge expected influence를 활용하였다.결 과우울한 기분, 안절부절 못함과 초조함이 네트워크에서 가장 높은 강도중심성을 보였으며, 불안증상과 우울증상 간의 높은 중개 역할을 하는 증상은 안절부절 못함과 과민성이었다.결 론일반 인구집단에서 우울증상과 불안증상이 공존할 때의 중심증 상과 중개증상을 규명하였고 치료적 중재의목표가 되면 두 질환의 동반이환율을 감소시키는데 기여할 수 있을 것으로 기대된다."
국내 백내장수술과 향후 의료비용 연구                      = Estimated Incidence and Cost Projections of Cataract Surgery in the Republic of Korea,류선영                                (국민건강보험 일산병원)                                                                ;                                  김지원                                (국민건강보험 일산병원)                                                                ;                                  홍정화                                (국민건강보험 일산병원)                                                                ;                                  정은지                                (국민건강보험 일산병원),대한안과학회(The Korean Ophthalmological Society),대한안과학회지(Journal of The Korean Ophthalmological Society),Vol.60   No.9   [2019],2019,Korean,Cataract;  Health expenditure;  Prevalence,"Purpose: We sought to predict the future incidence and health expenditures of cataract surgery in the Republic of Korea.Methods: From 2011 to 2015, National Health Insurance claims data were used to estimate the incidence and prevalence changes of cataract surgery according to demographic characteristics (year, sex, residence, and age). Based on the above results and changes in future population distribution, we estimated the incidence of cataract surgery by 2030. Considering the cost of cataract surgery from 2011 to 2015, we also predicted future health expenditures for cataract surgery.Results: A total of 2,236,107 eyes of 1,591,176 patients underwent cataract surgery from 2011 to 2015. The total number of operated eyes per year increased, from 427,729 to 492,700 (+15%), and the number of patients increased from 306,710 to 346,056 (+12%) from 2011 to 2015. The cost of cataract surgery reimbursed by the National Health Insurance Service (NHIS) increased from 408,307,530,900 won ($360 million) to 449,334,367,080 won ($399 million) (+9%). The future prevalence of cataract surgery was predicted to reach 562,003 in 2030 from 346,056 in 2015. The cost of cataract surgery is expected to increase from 449 billion won ($399 million) in 2015 to 641 billion won ($570 million) in 2030.Conclusions: Cataract surgery and medical expenses will increase due to social aging. Therefore, we need policies to secure medical resources and expand insurance indications."
